,0,1
1137,и здоровый лицо,408
1138,при физический нагрузка,408
1139,и соавт сообщить,407
1140,механизм лежать в,407
1141,тот ра пий,407
1142,с один из,407
1143,изменение образ жизнь,406
1144,в повседневный жизнь,406
1145,хронический гепатит с,406
1146,оказывать негативный влияние,405
1147,и соавт обнаружить,405
1148,сантиметр например в,405
1149,фактор риска в,405
1150,при прочий равный,405
1151,больной старший год,404
1152,ухудшение качество жизнь,404
1153,настоящее время проводиться,404
1154,уровень общий холестерин,403
1155,значительный вклад в,402
1156,с общий популяция,402
1157,более старший возраст,402
1158,по общепринятый методика,402
1159,тысяча человек в,401
1160,в северный часть,401
1161,и летальный исход,401
1162,метр угол наклон,401
1163,терминальный почечный недостаточность,400
1164,с клинический проявление,400
1165,ген ответственный за,400
1166,приводить к появление,400
1167,последний два десятилетие,400
1168,который состоять из,400
1169,по дать ле,400
1170,и не всегда,399
1171,и фактор рост,399
1172,и соавт продемонстрировать,399
1173,система а также,399
1174,по мг раз,398
1175,для расчёт ндс,398
1176,постановление правительство рф,397
1177,молекулярный масса кда,397
1178,наиболее эффективный метод,397
1179,функция левый желудочек,397
1180,головной мозг при,397
1181,широкий спектр действие,397
1182,зависимость от тот,396
1183,в верхний часть,396
1184,мочь выступать в,395
1185,существенный роль в,395
1186,интересно отметить что,395
1187,также свидетельствовать о,395
1188,расчёт ндс и,395
1189,зависеть от многий,394
1190,мочь использоваться в,394
1191,патологический изменение в,394
1192,синдром системный воспалительный,394
1193,выглядеть следующий образ,394
1194,показать что для,394
1195,острый почечный повреждение,394
1196,и оптимизация мк,394
1197,оптимизация мк нсприводной подвеска,394
1198,откос груз град грскорость,394
1199,град грскорость транспортирование расчётный,394
1200,транспортирование расчётный метр,394
1201,с пшаг установка,394
1202,пшаг установка подвеска,394
1203,эндотелиальный клетка и,393
1204,в интерстициальный пространство,393
1205,мочь быть описать,393
1206,не менее год,393
1207,тот число по,393
1208,по данные автор,393
1209,гемопоэтический стволовой клетка,392
1210,лимфоцит периферический кровь,392
1211,более поздний исследование,392
1212,при ревматоидный артрит,392
1213,прес сей груп пы,392
1214,груп пы ге новый,392
1215,быть сделать в,391
1216,побочный эффект и,391
1217,и инфаркт миокард,391
1218,европейский рекомендация по,391
1219,и состоять из,391
1220,в непосредственный близость,391
1221,не менее мес,391
1222,быть использовать в,391
1223,мочь быть различный,391
1224,дп дно до,391
1225,в страна мир,391
1226,с а также,390
1227,у здоровый доброволец,390
1228,а также отсутствие,390
1229,опухолевый клетка в,390
1230,разный возрастной группа,390
1231,американский коллегия ревматолог,390
1232,иметься сведение о,390
1233,и мм рт,389
1234,слизистый оболочка желудок,389
1235,далеко не весь,389
1236,в ход выполнение,389
1237,методический рекомендация по,389
1238,в пол зрение,389
1239,в опухолевый ткань,389
1240,у беременный женщина,389
1241,левый желудочек лж,389
1242,пациент а также,388
1243,боль ных с,388
1244,врождённый порок развитие,388
1245,по данные год,388
1246,с физический нагрузка,388
1247,и свидетельствовать о,388
1248,один из наиболее часто,387
1249,перенести инфаркт миокард,387
1250,регион российский федерация,387
1251,и тот факт,387
1252,в табла таблица,387
1253,больной сд тип,387
1254,скорость кровоток в,387
1255,в повседневный практика,386
1256,также показать что,386
1257,как следствие к,386
1258,клинический картина заболевание,386
1259,масса тело при,386
1260,сантиметр рис а,386
1261,выходить за рамка,385
1262,год такой образ,385
1263,а также различный,385
1264,иммунный ответ и,385
1265,от июль год,383
1266,оперативный вмешательство на,383
1267,мера направить на,383
1268,о кара да,383
1269,автор полагать что,383
1270,метаболический синдром мс,383
1271,менее мм рт,383
1272,и соавт описать,383
1273,костный мозг и,383
1274,главный комплекс гистосовместимость,383
1275,точка зрение на,382
1276,к настоящий момент,382
1277,скорость клубочковый фильтрация скф,382
1278,среди взрослый население,382
1279,блокатор кальциевый канал,381
1280,маленький чем в,381
1281,клетка костный мозг,380
1282,и функциональный активность,380
1283,отрицательно влиять на,380
1284,с метаболический синдром,380
1285,регионарный лимфатический узел,379
1286,том далее и,379
1287,сантиметр рис в,379
1288,мочь способствовать развитие,379
1289,ребёнок младший год,379
1290,различный степень выраженность,379
1291,зависимость от вид,379
1292,соавт показать что,378
1293,базисный противовоспалительный препарат бпвп,378
1294,выше по сравнение,378
1295,раз маленький чем,378
1296,играть существенный роль,378
1297,оказывать положительный влияние,378
1298,лекарственный средство в,378
1299,адрес для корреспонденция,377
1300,а также развитие,377
1301,компьютерный томография кт,377
1302,в короткий срок,377
1303,женщина репродуктивный возраст,377
1304,иммунный ответ в,377
1305,в недавно опубликовать,377
1306,с хронический сердечный,377
1307,верхний граница норма,377
1308,к фактор риска,376
1309,с сердечно-сосудистый заболевание,376
1310,настоящее время иметься,376
1311,провести ранее исследование,376
1312,достигаться за счёт,376
1313,увеличение масса тело,376
1314,раз ниже чем,376
1315,орган малое таз,376
1316,исследование явиться изучение,376
1317,или иной вид,376
1318,один из направление,375
1319,в системный кровоток,375
1320,дополнительный профессиональный образование,375
1321,и артериальный гипертензия,375
1322,для количественный оценка,375
1323,один из форма,375
1324,статистический обработка получить,375
1325,президент российский федерация,375
1326,вариабельность сердечный ритм,375
1327,у больной подагра,375
1328,в лёгочный ткань,374
1329,на внутренний рынок,374
1330,слизистый оболочка полость рот,374
1331,тетр га га тетр,374
1332,приводить к усиление,373
1333,за летний период,373
1334,и дендритный клетка,372
1335,более миллион человек,372
1336,можно использовать для,372
1337,день после операция,372
1338,обратить внимание на,371
1339,прийти к вывод,371
1340,а также более,371
1341,в костный ткань,370
1342,сведение о автор,370
1343,болезнь почка хбп,370
1344,симпатический нервный система,370
1345,развитие отёк лёгкое,370
1346,один из наиболее эффективный,369
1347,окислительный стресс и,369
1348,в западный часть,369
1349,быть провести анализ,368
1350,несмотря на весь,368
1351,от ноябрь год,368
1352,мы полагать что,368
1353,составлять не менее,368
1354,подробно описать в,368
1355,федеральный государственный образовательный стандарт,367
1356,в отдалённый срок,367
1357,что позволять использовать,367
1358,и зарубежный автор,367
1359,белорусский национальный технический университет,367
1360,один из два,367
1361,она мочь быть,366
1362,сосудистый стенка и,366
1363,по данные на,366
1364,доверительный интервал ди,366
1365,хронический воспалительный процесс,366
1366,па ци ен тов,366
1367,в состояние покой,366
1368,экспрессия ген в,366
1369,риск развитие инсульт,366
1370,для ранний диагностика,366
1371,рабочий группа по,365
1372,ти че с,365
1373,в июль год,365
1374,создавать предпосылка для,365
1375,а также он,365
1376,независимо от наличие,365
1377,для постановка диагноз,365
1378,в англоязычный литература,365
1379,показать что использование,365
1380,позволить установить что,365
1381,деркач а а,365
1382,когнитивный функция и,365
1383,активный участие в,364
1384,иса поль зо ва,364
1385,экономический рост в,364
1386,транзиторный ишемический атака,363
1387,мг сут и,363
1388,атеросклероз сонный артерия,363
1389,за бо ле,363
1390,федеральный служба государственный статистика,363
1391,реальный обменный курс,363
1392,оперативный вмешательство в,362
1393,принятие решение в,362
1394,костный ткань и,362
1395,принятие управленческий решение,362
1396,вирус грипп а,362
1397,эндопротезирование коленный сустав,362
1398,рак молочный железа рмж,361
1399,а также результат,361
1400,выходить за предел,361
1401,по данные росстат,361
1402,уровень доказательность а,361
1403,в предоперационный период,361
1404,а также повышение,361
1405,с млу мбт,361
1406,системный красный волчанка скв,360
1407,один из крупный,360
1408,чаща всего в,360
1409,мочь быть не,360
1410,длительность пребывание в,360
1411,прежде всего это,359
1412,на момент включение,359
1413,и зарубежный литература,359
1414,при финансовый поддержка,359
1415,что мочь приводить,359
1416,ре зуля тот,359
1417,ия или тиа,359
1418,по данные всемирный организация,359
1419,положительный корреляция между,358
1420,большой количество исследование,358
1421,клинический картина и,357
1422,по данные эпидемиологический исследование,357
1423,в начало век,357
1424,качество жизнь население,357
1425,результат показать что,356
1426,мочь быть решить,356
1427,с сторона желудочно-кишечный,356
1428,с масса тело,356
1429,фактор риска фр,356
1430,опухоль молочный железа,355
1431,рутинный клинический практика,355
1432,процесс принятие решение,355
1433,уровень провоспалительный цитокин,355
1434,при длина волна,355
1435,являться актуальный задача,354
1436,и сердечно-сосудистый заболевание,354
1437,что мочь свидетельствовать,354
1438,самый частый причина,354
1439,далее яльна сть,354
1440,после трансплантация печень,354
1441,серьёзный побочный эффект,353
1442,в кемеровский область,352
1443,исследование быть продемонстрировать,352
1444,федеральный орган исполнительный,352
1445,зависеть от возраст,352
1446,сумма балл по,351
1447,который иметь место,351
1448,тромбоэмболия лёгочный артерия,351
1449,метр лраспределенный нагрузка,351
1450,который мочь привести,350
1451,на ранний срок,350
1452,ранний диагностика и,350
1453,ингибитор фактор некроз,350
1454,с группа плацебо,350
1455,не оказывать существенный,350
1456,в время нвл,350
1457,хирургический вмешательство на,349
1458,занимать два место,349
1459,площадь поверхность тело,349
1460,воспалительный процесс и,349
1461,в данный момент,349
1462,комбинированный терапия мт,349
1463,острый почечный недостаточность,348
1464,это объясняться тем,348
1465,при внутривенный введение,348
1466,и сердечный недостаточность,348
1467,результат хирургический лечение,348
1468,желудочно-кишечный тракт жкт,348
1469,активность воспалительный процесс,348
1470,литература иметься дать,348
1471,болевой синдром и,347
1472,необходимый подчеркнуть что,347
1473,ор ди р,347
1474,более поздний работа,347
1475,мы быть провести,347
1476,тяжёлый сочетать травма,347
1477,независимо от тот,346
1478,ограниченный возможность здоровье,346
1479,в течение минута,346
1480,для дифференциальный диагностика,346
1481,мочь быть также,346
1482,комплексный подход к,346
1483,с впервые выявить,346
1484,сантиметр рис б,346
1485,широкий применение в,345
1486,особый место занимать,345
1487,в центральный нервный,345
1488,в дебют заболевание,345
1489,за счёт активация,345
1490,необходимый учитывать при,344
1491,при принятие решение,344
1492,оценка функциональный состояние,344
1493,в пенитенциарный учреждение,344
1494,тетр га га га,344
1495,снижение артериальный давление,343
1496,функция почка и,343
1497,полиненасыщенный жирный кислота,343
1498,это же время,343
1499,вызывать сомнение что,343
1500,форменный элемент кровь,343
1501,информационный технология в,343
1502,значимый различие в,343
1503,зависеть от уровень,342
1504,от май год,342
1505,как правило являться,342
1506,и социально-образовательный мысль,342
1507,мочь быть оценить,342
1508,пёс нг мл,342
1509,один из путь,341
1510,связь между уровень,341
1511,по дать ным,341
1512,сегодняшний день не,341
1513,составлять по данные,341
1514,генетический предрасположенность к,341
1515,физический нагрузка и,341
1516,в северный америка,341
1517,доза внутренний облучение,341
1518,сосуд головной мозг,340
1519,при сахарный диабет,340
1520,позволять судить о,340
1521,по данные метаанализ,340
1522,и степень тяжесть,340
1523,ребёнок младший возраст,340
1524,один из компонент,339
1525,масса тело килограмм,339
1526,прочий равный условие,339
1527,два половина х год,339
1528,старший год и,339
1529,от март год,339
1530,надо отметить что,339
1531,по свой суть,339
1532,ткань головной мозг,339
1533,после операция и,339
1534,женщина старший год,338
1535,состоять из три,338
1536,автор утверждать что,338
1537,однако до сей,338
1538,только за счёт,338
1539,значительный степень зависеть от,338
1540,в начало хх,338
1541,нервный система и,338
1542,дать показать что,338
1543,пациент мужской полый,338
1544,том плата в,337
1545,повышение качество жизнь,337
1546,осуществляться за счёт,337
1547,на январь год,337
1548,и северный америка,337
1549,старший год в,337
1550,свидетельствовать о необходимость,337
1551,костный ткань в,337
1552,и соавт опубликовать,337
1553,он мочь быть,337
1554,и мг сут,336
1555,настоящее время нет,336
1556,благоприятный условие для,336
1557,в поверхностный слой,336
1558,некоторый автор считать,336
1559,с ревматоидный артрит,336
1560,хирургический вмешательство в,336
1561,гладкомышечный клетка сосуд,335
1562,поражение нервный система,335
1563,уровень с-реактивный белок,335
1564,однако следовать отметить,335
1565,от апрель год,335
1566,результат мочь быть,335
1567,государственный медицинский университет,335
1568,это следовать отметить,335
1569,суб кт в,335
1570,свидетельствовать о отсутствие,334
1571,статистически значимый снижение,334
1572,один из наиболее значимый,334
1573,занимать первое место,334
1574,сегодняшний день являться,334
1575,том е не,334
1576,валовый внутренний продукт,334
1577,наиболее часто в,333
1578,позволить сделать вывод,333
1579,важный подчеркнуть что,333
1580,существовать большой количество,333
1581,экономический рост и,333
1582,москаленко о в,333
1583,точка зрение что,332
1584,в западный сибирь,332
1585,один из ведущий место,332
1586,и то же,331
1587,несмотря на многочисленный,331
1588,повреждение головной мозг,331
1589,пример можно привести,331
1590,в охотский мор,331
1591,кроме тот он,330
1592,гуморальный иммунный ответ,330
1593,оксидативный стресс и,330
1594,январь год в,330
1595,иметь место при,330
1596,связь между они,330
1597,к конец х,330
1598,страна европа и,329
1599,хирургический лечение в,329
1600,на граница раздел,329
1601,загрязнение окружающий среда,329
1602,зависимость от они,329
1603,у подавлять большинство,329
1604,течение несколько год,329
1605,нет единый мнение,329
1606,после оперативный вмешательство,329
1607,с плохой прогноз,329
1608,сделать вывод о,329
1609,структура левый желудочек,329
1610,от октябрь год,328
1611,риск развитие осложнение,328
1612,и двенадцатиперстный кишка,328
1613,структура головной мозг,327
1614,на второе место,327
1615,мочь участвовать в,327
1616,который привести к,327
1617,главное образ на,326
1618,фактор риска для,326
1619,в зимний период,326
1620,метр объёмный плотность,326
1621,привести к значительный,325
1622,головной мозг у,325
1623,один из перспективный,325
1624,неразрывно связать с,325
1625,отрицательный влияние на,325
1626,пациент пожилое возраст,325
1627,представлять себя сложный,325
1628,мочь быть отнести к,325
1629,родовой паралич верхний конечность,325
1630,быть зарегистрировать у,324
1631,сердце ибс и,324
1632,нарушение ритм и,324
1633,в рутинный клинический,324
1634,существенный вклад в,324
1635,и соавт установить,324
1636,и слизистый оболочка,324
1637,воспалительный реакция и,324
1638,российский федерация рф,324
1639,и эндотелиальный клетка,324
1640,на английский язык,324
1641,жёсткость сосудистый стенка,324
1642,наличие фактор риска,323
1643,соавт сообщить о,323
1644,число после операция,323
1645,поражение коронарный артерия,323
1646,белок острый фаза,323
1647,острый респираторный инфекция,323
1648,мочь быть выявить,323
1649,прямая связь между,323
1650,масса тело в,323
1651,у лицо молодой,323
1652,после трансплантация почка,323
1653,в доза мкг,323
1654,дыхательный путь в,323
1655,привести к увеличение,322
1656,периферический сосудистый сопротивление,322
1657,показать что для,322
1658,лицо трудоспособный возраст,322
1659,в государственный сектор,322
1660,при президент рф,322
1661,тромбоз глубокий вено,321
1662,восстановление синусовый ритм,321
1663,который свидетельствовать о,321
1664,зависимость от температура,321
1665,процесс а также,321
1666,е сутки после,321
1667,туберкулёз орган дыхание,320
1668,и степень выраженность,320
1669,с фактор риска,320
1670,это особенно важный,320
1671,х год прошлое столетие,320
1672,который принимать участие,320
1673,и должный быть,320
1674,но несмотря на,320
1675,мочь быть один из,320
1676,морфологический изменение в,320
1677,дать болгария наш,320
1678,год показать что,320
1679,ингибитор апф и,319
1680,один из три,319
1681,в всякий случай,318
1682,ниже чем при,318
1683,вести к развитие,318
1684,декабрь год в,318
1685,систематический обзор и,318
1686,доза мг метр,318
1687,отсюда следовать что,318
1688,передний брюшной стенка,317
1689,по сеять день,317
1690,операция по повод,317
1691,различный степень тяжесть,317
1692,по мг сут,317
1693,следующий образ где,317
1694,процесс протекать в,317
1695,и метаболический синдром,317
1696,нсприводной подвеска дать,317
1697,обозначениетехнический характеристикавеличина единица измерение,317
1698,число рпроизводительность том,317
1699,и масса тело,316
1700,хирургический лечение больной,316
1701,можно полагать что,316
1702,ревматоидный артрит и,316
1703,фактор риска возникновение,316
1704,более поздний срок,316
1705,зависимость от стадия,316
1706,в эндотелиальный клетка,316
1707,в дифференциальный диагностик,315
1708,мягкий ткань и,315
1709,такой образ с,315
1710,показать что на,315
1711,форма кислород афк,315
1712,по данные российский,315
1713,коронарный болезнь сердце,315
1714,уровень мочевой кислота,315
1715,и зарубежный исследователь,315
1716,потеря костный масса,315
1717,представлять себя один из,315
1718,и продолжительность жизнь,314
1719,различный патологический состояние,314
1720,наибольший интерес представлять,314
1721,большой интерес представлять,314
1722,и мягкий ткань,314
1723,с обострение хобласть,314
1724,практический точка зрение,313
1725,автор указывать что,313
1726,варьироваться от до,313
1727,золотой стандарт в,313
1728,снижение скорость клубочковый,313
1729,случай мочь быть,313
1730,профессиональный деятельность и,313
1731,тесный связь с,313
1732,страна мир в,313
1733,по частота встречаемость,312
1734,провоспалительный цитокин в,312
1735,и фактор риска,312
1736,мочь быть рассмотреть,312
1737,по данные наш,312
1738,нижний часть спина,312
1739,это говорить о,311
1740,год свидетельствовать о,311
1741,с литературный дать,311
1742,быть разработать в,311
1743,а также уменьшение,311
1744,по данные а,311
1745,и головной мозг,311
1746,и соавт проанализировать,311
1747,мочь быть полезный,311
1748,такой образ мы,311
1749,точка зрение в,311
1750,с фибрилляция предсердие,311
1751,с множественный лекарственный,311
1752,по данные работа,311
1753,в острый фаза,310
1754,в сосудистый стенка,310
1755,и клинический проявление,310
1756,оксид азот и,310
1757,один из главный причина,310
1758,в западный европа,310
1759,и государственный служба,310
1760,чрескожный коронарный вмешательство,310
1761,улучшение когнитивный функция,310
1762,большой грудной мышца,310
1763,патогенетический механизм развитие,309
1764,и отдалённый результат,309
1765,для принятие решение,309
1766,широкий внедрение в,309
1767,эффективность комбинированный терапия,309
1768,заметить что в,309
1769,ширина лента метр,309
1770,фактор а также,308
1771,тело килограмм метр,308
1772,больной ревматоидный артрит,308
1773,работа показать что,308
1774,полость рот и,308
1775,и восточный европа,308
1776,на рубеж век,308
1777,прижатие прижимный устройство приводной,308
1778,по данные отечественный,307
1779,слизистый оболочка и,307
1780,настоящее время весь,307
1781,течение последний десятилетие,307
1782,через час после,307
1783,год несмотря на,307
1784,сосудистый эндотелиальный фактор рост,307
1785,в южный часть,307
1786,ингибитор ангиотензинпревращать фермент,306
1787,американский ассоциация сердце,306
1788,том е к,306
1789,миллиард доллар в,306
1790,год назад в,306
1791,народный хозяйство и,306
1792,в больший количество,306
1793,внутренний сонный артерия,305
1794,мочь зависеть от,305
1795,ил ил и,305
1796,го тип и,305
1797,наиболее частый осложнение,305
1798,ребёнок старший возраст,305
1799,говорят о тот,305
1800,процесс перекисный окисление липид,305
1801,пакет прикладной программа,305
1802,миллиард доллар сша,305
1803,несмотря на большой,305
1804,государственный служба при,305
1805,слизистый оболочка кишечник,304
1806,который быть провести,304
1807,мочь быть в,304
1808,момент включение в,304
1809,несмотря на большой количество,304
1810,головка бедренный костя,304
1811,структура онкологический заболеваемость,304
1812,и общий смертность,304
1813,реологический свойство кровь,304
1814,риск смерть от,303
1815,и показать что,303
1816,по данные регистр,303
1817,в подростковый возраст,303
1818,система дифференциальный уравнение,303
1819,кроме тот показать что,303
1820,сердечно-сосудистый система и,303
1821,и окружающий среда,303
1822,большой количество работа,303
1823,год один из,303
1824,причина летальный исход,303
1825,за счёт изменение,302
1826,ингибитор ангиотензинпревращать фермент иапф,302
1827,и хороший переносимость,302
1828,качество жизнь кж,302
1829,внимание тот факт,302
1830,ведущий место в,302
1831,с возрастание риска,302
1832,с москаленко о,302
1833,достоверно ниже чем,301
1834,мужчина средний возраст,301
1835,кроме тот они,301
1836,один очередь это,301
1837,в правый часть,301
1838,интенсивный терапия орита,301
1839,независимо друг от,301
1840,первичный опухоль и,301
1841,верхний отдел жкт,301
1842,мкг килограмм мина,301
1843,суточный доза мг,300
1844,показать что уровень,300
1845,общий сонный артерия,300
1846,свидетельствующий о тот,300
1847,терапия й линия,300
1848,от июнь год,300
1849,учитывать тот факт,300
1850,сантиметр например и,300
1851,злокачественный новообразование в,300
1852,наш дать болгария,300
1853,мочь быть полезный,299
1854,грудной клетка и,299
1855,являться один из,299
1856,систолический артериальный давление,299
1857,не говорить уже,299
1858,тяжесть состояние больной,299
1859,и среднее бизнес,299
1860,повседневный клинический практика,299
1861,можно записать в,299
1862,положительный связь между,299
1863,приводить к быстрый,298
1864,развитие сердечный недостаточность,298
1865,диастолический функция лж,298
1866,не давать возможность,298
1867,у значительный часть,298
1868,говорить уже о,298
1869,или иной мера,298
1870,сведение о тот,298
1871,свободный радикал и,298
1872,болезнь орган дыхание,298
1873,зависимость от время,298
1874,послеоперационный осложнение и,298
1875,медиана общий выживаемость,298
1876,год том е,297
1877,рандомизировать плацебоконтролировать исследование,297
1878,заболевание периферический артерия,297
1879,приводить к потеря,297
1880,в ситуация когда,297
1881,и онкологический заболевание,297
1882,в небольшой количество,297
1883,течение несколько день,297
1884,вносить вклад в,297
1885,мочь быть более,297
1886,ингибитор активатор плазминоген,297
1887,в сфера здравоохранение,297
1888,плата плата плата плата,297
1889,зависеть от степень,296
1890,следовать признать что,296
1891,выразить болевой синдром,296
1892,с повышенный содержание,296
1893,на протяжение длительный,296
1894,с мутация ген,296
1895,в домашний условие,296
1896,летальный исход у,296
1897,автор настоящий статья,295
1898,ставить под сомнение,295
1899,точка зрение о,295
1900,непосредственный близость от,295
1901,бронхиальный астма ба,295
1902,субъект естественный монополия,295
1903,министерство образование и,294
1904,один из наиболее перспективный,294
1905,широкий распространение в,294
1906,дать а также,294
1907,риск летальный исход,294
1908,можно определить как,294
1909,а также метод,294
1910,пациент перенести инсульт,294
1911,к му месяц,294
1912,делать вывод что,293
1913,такой образ по,293
1914,к то рых,293
1915,как правило на,293
1916,человек а также,293
1917,литературный дать о,293
1918,что по данные,293
1919,побочный эффект при,293
1920,зал петра великое,293
1921,сут после операция,293
1922,разный страна мир,292
1923,особенно важный для,292
1924,артерия нижний конечность,292
1925,протяжение последний год,292
1926,у ребёнок младший,292
1927,и требовать дальнейший,292
1928,показать что применение,292
1929,и несмотря на,292
1930,на выше чем,292
1931,начальный этап сформировать каркасный,292
1932,приводить к снижение,291
1933,нередко приводить к,291
1934,средний возраст больной,291
1935,мочь быть найти,291
1936,вещество головной мозг,290
1937,специализировать медицинский помощь,290
1938,онкологический заболевание в,290
1939,фактор риска ссз,290
1940,приводить к необходимость,290
1941,и по сравнение,290
1942,общий численность население,290
1943,окисление жирный кислота,290
1944,систолический ада мм рт,290
1945,крупный рандомизировать исследование,290
1946,ревматоидный фактор рф,290
1947,молодой возраст и,290
1948,в научный оборот,289
1949,быть впервые описать,289
1950,более молодой возраст,289
1951,можно считать что,289
1952,сельский хозяйство и,289
1953,хорошо зарекомендовать себя,289
1954,уровень доказательность в,289
1955,в экономически развитый,289
1956,связать прежде всего,289
1957,к му день,289
1958,и спинной мозг,289
1959,миллиард рубль в,289
1960,послеоперационный период в,288
1961,федеральный целевой программа,288
1962,недавний исследование показать что,288
1963,а также оценка,288
1964,установить что для,288
1965,ревизионный эндопротезирование коленный сустав,288
1966,га га ткф тетр,288
1967,и противовоспалительный цитокин,287
1968,нижний полый вена,287
1969,разный степень выраженность,287
1970,от август год,287
1971,и пожилое возраст,287
1972,острый фаза воспаление,287
1973,оксид азот в,287
1974,нестероидный противовоспалительный средство,287
1975,основание полагать что,286
1976,показывать что при,286
1977,женщина средний возраст,286
1978,в трудоспособный возраст,286
1979,до ммоль литр,286
1980,они представлять себя,286
1981,и приводить к,286
1982,кроме тот известно что,286
1983,можно констатировать что,286
1984,ингибитор протонный помпа,286
1985,на функциональный состояние,286
1986,большой чем у,286
1987,высокий степень злокачественность,286
1988,ранний стадия развитие,285
1989,пример мочь служить,285
1990,после хирургический вмешательство,285
1991,представлять себя совокупность,285
1992,и здоровый человек,285
1993,потеря масса тело,285
1994,целевой уровень ада,285
1995,с бронхиальный астма,285
1996,пациент по данные,285
1997,государственный гражданский служащий,285
1998,частота объективный ответ,285
1999,приводить к повреждение,284
2000,выбор тактика лечение,284
2001,в желудочно-кишечный тракт,284
2002,международный рекомендация по,284
2003,к профессиональный деятельность,284
2004,за счёт применение,284
2005,контрольный группа и,284
2006,мочь быть провести,284
2007,стратегический управление в,284
2008,уровень хс лпнп,284
2009,основной причина смерть,284
2010,механизм очаг землетрясение,284
2011,найти свой отражение,283
2012,инфаркт миокард инсульт,283
2013,пациент средний возраст,283
2014,это мочь быть,283
2015,предполагаться что в,283
2016,один из он,283
2017,в крупный город,283
2018,том число рпроизводительность,283
2019,нагрузка отгруз наш,283
2020,мес мес мес мес,282
2021,корреляционный связь между,282
2022,существенно зависеть от,282
2023,и магнитно-резонансный томография,282
2024,обязательный медицинский страхование,282
2025,весь страна мир,282
2026,автор приходить к,282
2027,и подростковый возраст,282
2028,дисплазия соединительный ткань,282
2029,эндопротезирование тазобедренный сустав,282
2030,позволять утверждать что,281
2031,в внешний среда,281
2032,один из самый частый,281
2033,до мг килограмм,281
2034,федеральный закон фз,281
2035,можно рассматривать в,281
2036,поражение центральный нервный,281
2037,острый респираторный дистресс-синдром,281
2038,к льк сть,281
2039,и привести к,281
2040,в относительный единица,281
2041,на северный кавказ,281
2042,находить отражение в,280
2043,который вести к,280
2044,ишемический инсульт и,280
2045,и гладкомышечный клетка,280
2046,который принять участие,280
2047,лечение по сравнение,280
2048,пациент контрольный группа,280
2049,желудочно-кишечный тракт и,280
2050,настоящее время использоваться,280
2051,в й день,280
2052,сельский хозяйство в,280
2053,с голосовой складка,280
2054,ми ро ва ние,280
2055,ге новый ре гу,280
2056,наиболее часто использоваться,279
2057,в тонкий кишка,279
2058,настоящее время при,279
2059,сыворотка кровь в,279
2060,независимо от возраст,279
2061,в поясничный отдел,279
2062,физический активность и,279
2063,в профессиональный деятельность,279
2064,общий выживаемость ов,279
2065,и диастолический ада,279
2066,с буу ин,279
2067,существенно выше чем,278
2068,показать что на,278
2069,в ранее провести,278
2070,быть достигнуть в,278
2071,липидный спектр кровь,278
2072,и сердечно-сосудистый смертность,278
2073,поперечный сечение в,278
2074,га тетр га га,278
2075,причина смерть в,277
2076,метаболический синдром и,277
2077,и среднее предпринимательство,277
2078,из база дать,277
2079,и развивающийся страна,277
2080,фактор свёртывание кровь,276
2081,изменение происходить в,276
2082,около миллион человек,276
2083,не уступать по,276
2084,в ближний будущее,276
2085,конечный итог приводить к,276
2086,это значит что,276
2087,качество жизнь у,276
2088,сантиметр водна ст,276
2089,после операция в,275
2090,независимо от они,275
2091,полимеразный цепной реакция,275
2092,настоящее время известно,275
2093,риск сердечно-сосудистый осложнение,275
2094,при ревизионный эндопротезирование,275
2095,в стекловидный тело,275
2096,быть создать в,274
2097,больной перенести инсульт,274
2098,после выписка из,274
2099,диабет го тип,274
2100,и соавт сообщать,274
2101,и прямая кишка,274
2102,принимать активный участие,274
2103,один из центральный,274
2104,настоящее время считаться,274
2105,сторона сердечно-сосудистый система,274
2106,и разработка новый,274
2107,с стабильный ибс,274
2108,быть открытый в,274
2109,метр ширина лента,274
2110,мезенхимальный стволовой клетка,273
2111,являться ведущий причина,273
2112,качество пищевой продукт,273
2113,от фз о,273
2114,с преимущественный поражение,273
2115,должный основываться на,273
2116,медицинский помощь и,273
2117,начало хх век,273
2118,а также как,273
2119,периферический кровь и,273
2120,случай по данные,273
2121,западный европа и,273
2122,кроме тот иметься,273
2123,на момент постановка,272
2124,по данные о,272
2125,к хирургический лечение,272
2126,мочь быть результат,272
2127,при решение уравнение,272
2128,состояние окружающий среда,272
2129,это вести к,272
2130,старший год с,272
2131,момент установление диагноз,272
2132,и метод обследовать,272
2133,неспецифический боль в,272
2134,резистентный к терапия,272
2135,как за счёт,271
2136,март год в,271
2137,мрт головной мозг,271
2138,мозговой натрийуретический пептид,271
2139,тромбоцитарный фактор рост,271
2140,для достижение целевой,271
2141,а также уровень,271
2142,вирус папиллома человек,271
2143,который играть важный,271
2144,вестник кемеровский государственный университет,271
2145,миллион год назад,271
2146,что позволять рассматривать,271
2147,носить противоречивый характер,271
2148,с деркач а,271
2149,ребёнок дошкольный возраст,271
2150,мочь быть обнаружить,271
2151,и общий выживаемость,271
2152,длительность нахождение в,271
2153,и лучевой терапия,270
2154,а также способствовать,270
2155,не менее при,270
2156,и неблагоприятный прогноз,270
2157,в ген кодировать,270
2158,фермент участвовать в,270
2159,достоверный различие между,270
2160,по место жительство,270
2161,существенно ниже чем,270
2162,латеральныйкраевой резекция и,270
2163,проксимальный отдел бедренный костя,269
2164,один из автор,269
